4.79721700	2.76152200	0.02220200
0.00750200	5.51888900	6.88351600
0.00750800	5.51910400	3.46471900
4.79722400	2.76173700	3.44099900
8.40566400	2.08532600	1.73243800
-3.60093800	6.19530000	5.17495500
3.58068500	6.21547800	1.73267800
1.22404000	2.06514800	5.17519400
2.40267700	-0.01769800	1.73234700
2.40204900	8.29832300	5.17486400
1.63364100	3.31213600	1.74087100
3.17108400	4.96849000	5.18338800
1.11306700	8.03214100	1.74049700
3.69165800	0.24848500	5.18301400
-2.72451400	5.21924400	1.74047400
7.52924000	3.06138200	5.18299100
3.08307900	2.76775300	1.74844500
1.72164700	5.51287300	5.19096100
5.64204400	1.27905100	1.74804900
-0.83731800	7.00157400	5.19056600
5.66330500	4.23788800	1.74818100
-0.85857900	4.04273700	5.19069800
1.62420400	4.87450500	1.71175200
3.18052100	3.40612100	5.15426800
-0.23620200	7.24348800	1.71163900
5.04092800	1.03713800	5.15415600
-1.36639200	4.44584100	1.71166200
6.17111800	3.83478500	5.15417900
0.84408300	2.80583700	0.50168800
3.96536700	5.40722700	6.44319400
1.94640700	7.60235500	0.50138200
2.91414500	0.71605700	6.44262700
-2.76753000	6.15515600	0.50077200
7.51186400	2.15466800	6.44296900
3.96064200	5.47478800	3.94420500
0.83935900	2.87339800	3.00067700
2.85831900	0.67827100	3.94389900
1.89058100	7.56456900	3.00011100
7.57225500	2.12546900	3.94328800
-2.70713900	6.12595700	3.00045200
0.00028500	0.00090300	5.40949300
-0.00028500	-0.00090300	1.96697700
-0.00103100	0.00165200	6.38047500
0.00103100	-0.00165200	2.93795800
