4.78881200	2.76043400	0.02155700
0.01251600	5.52013700	6.88379300
0.01271100	5.52019200	3.46407400
4.78900700	2.76048800	3.44127600
8.38366700	2.08408200	1.73244700
-3.58214400	6.19654400	5.17496400
3.58495700	6.21201300	1.73233400
1.21656500	2.06861300	5.17485100
2.39560800	-0.01351900	1.73214200
2.40591500	8.29414500	5.17465800
1.63282100	3.31185600	1.74059800
3.16870200	4.96877000	5.18311400
1.12197200	8.03116000	1.74028900
3.67955100	0.24946600	5.18280500
-2.71253500	5.22046800	1.74063300
7.51405800	3.06015700	5.18315000
3.08072800	2.76391400	1.74830400
1.72079400	5.51671200	5.19082000
5.63491500	1.27891300	1.74807500
-0.83339300	7.00171300	5.19059100
5.64988800	4.24101700	1.74843600
-0.84836500	4.03960900	5.19095200
1.62752500	4.87398400	1.71111400
3.17399700	3.40664200	5.15363100
-0.22871000	7.24550000	1.71113700
5.03023300	1.03512500	5.15365300
-1.35661000	4.44469400	1.71122300
6.15813300	3.83593200	5.15373900
0.84313400	2.80624300	0.50178000
3.96313600	5.40577600	6.44284000
1.95353700	7.59988300	0.50098100
2.90436300	0.71891400	6.44268500
-2.75427300	6.15654200	0.50127500
7.49429700	2.15402500	6.44319300
3.95838900	5.47438200	3.94429700
0.83838700	2.87484900	3.00032300
2.84798600	0.68074300	3.94349700
1.89716000	7.56171200	3.00016900
7.55579600	2.12408400	3.94379200
-2.69277400	6.12660000	3.00067700
0.00086900	0.00021200	5.41079200
-0.00086900	-0.00021200	1.96827600
0.00079100	0.00150900	6.38172400
-0.00079100	-0.00150900	2.93920700
