4.77282800	2.75997800	0.02155600
-0.01251100	5.52071000	6.88379300
-0.01270800	5.52064700	3.46407300
4.77263000	2.75991500	3.44127600
8.36957100	2.08189100	1.73217000
-3.60945200	6.19873400	5.17468600
3.55389900	6.21373400	1.73227900
1.20622000	2.06689100	5.17479600
2.39723500	-0.01694600	1.73247400
2.36288500	8.29757200	5.17499000
1.61419400	3.30987800	1.74041300
3.14592600	4.97074800	5.18292900
1.08157800	8.03122200	1.74072400
3.67854200	0.24940300	5.18324000
-2.73801700	5.21792600	1.74038200
7.49813700	3.06270000	5.18289900
3.06295900	2.76351100	1.74823700
1.69716100	5.51711400	5.19075400
5.62966400	1.27796500	1.74846600
-0.86954400	7.00266100	5.19098300
5.62681400	4.23593300	1.74811000
-0.86669400	4.04469300	5.19062700
1.60459400	4.87229000	1.71119800
3.15552600	3.40833600	5.15371500
-0.26622800	7.24173000	1.71118100
5.02634800	1.03889600	5.15369800
-1.38056600	4.44432900	1.71109400
6.14068600	3.83629700	5.15361000
0.82597100	2.80397400	0.50091000
3.93919600	5.40876500	6.44297200
1.91496100	7.60174100	0.50170800
2.90207700	0.71743200	6.44312300
-2.78333100	6.15411500	0.50141800
7.48184900	2.15633100	6.44262200
3.93414900	5.47665200	3.94342700
0.82092300	2.87186000	3.00045500
2.84515900	0.67888500	3.94422500
1.85804300	7.56319300	3.00060600
7.54345100	2.12651000	3.94393500
-2.72172900	6.12429500	3.00010500
-0.00088400	-0.00022300	5.41079300
0.00088400	0.00022300	1.96827600
-0.00079300	-0.00152100	6.38172500
0.00079300	0.00152100	2.93920800
