4.78619000	2.76274700	0.02158100
0.01156400	5.51770900	6.88380800
0.01392400	5.52282400	3.46408800
4.78383300	2.75757700	3.44130200
8.38082300	2.08252400	1.73141500
-3.58297500	6.19729700	5.17572300
3.57377800	6.21257900	1.73339500
1.22430800	2.06738800	5.17376000
2.40078500	-0.01567500	1.73212700
2.39729100	8.29536100	5.17499100
1.62792600	3.31099000	1.73788300
3.17032400	4.96995900	5.18565500
1.10648700	8.03131200	1.74096800
3.69224400	0.24946900	5.18254300
-2.72084400	5.21909800	1.74265800
7.51919200	3.06134300	5.18087000
3.07642700	2.76418400	1.74262200
1.72219300	5.51758900	5.19641700
5.63696400	1.27855800	1.75173500
-0.83827500	7.00222000	5.18727500
5.64246700	4.23880400	1.75041000
-0.84467100	4.04240600	5.18860700
1.62009000	4.87331600	1.70951600
3.17728000	3.40774500	5.15540700
-0.24268900	7.24390900	1.70558800
5.04152900	1.03723600	5.15932600
-1.36425900	4.44408000	1.71847900
6.16244000	3.83574400	5.14645900
0.83505900	2.80694100	0.50025200
3.96847200	5.40561200	6.44380000
1.94409700	7.60540800	0.50424200
2.91125700	0.71386700	6.44032400
-2.76123300	6.15043800	0.49953700
7.49875600	2.16011000	6.44449400
3.95540800	5.47730200	3.94495300
0.83835800	2.87156300	2.99946500
2.86493800	0.68432800	3.94096500
1.87729900	7.55835600	3.00286600
7.56569600	2.12048600	3.94565000
-2.70530100	6.13038800	2.99874600
0.01270400	-0.00008300	5.41076200
0.00420300	-0.00007000	1.96828700
0.01427000	-0.00022600	6.38169300
0.00579600	-0.00020100	2.93922200
