4.78111400	2.76604800	0.02233400
-0.00020900	5.53557200	6.88361200
-0.00029300	5.53527900	3.46485100
4.78103000	2.76575500	3.44109500
8.38093400	2.09224900	1.73262600
-3.60011300	6.20907800	5.17514200
3.56697700	6.23005600	1.73232800
1.21384400	2.07127100	5.17484500
2.39627900	-0.02180700	1.73262500
2.38454200	8.32313400	5.17514100
1.62509300	3.32091300	1.74042100
3.15572800	4.98041400	5.18293700
1.10168500	8.05132800	1.74071800
3.67913600	0.24999900	5.18323500
-2.72461500	5.22976800	1.74076700
7.50543600	3.07155900	5.18328400
3.07411900	2.77565500	1.74791300
1.70670200	5.52567200	5.19042900
5.62984100	1.27767400	1.74826200
-0.84902000	7.02365300	5.19077800
5.64176600	4.24573300	1.74827200
-0.86094400	4.05559400	5.19078900
1.61557200	4.88383600	1.71198400
3.16524900	3.41749100	5.15450100
-0.24634700	7.26079100	1.71218400
5.02716900	1.04053700	5.15470000
-1.36630300	4.45755500	1.71187000
6.14712400	3.84377200	5.15438700
0.83657700	2.81447400	0.50096000
3.94906200	5.42051700	6.44258000
1.93389100	7.62084800	0.50094900
2.90188700	0.71777200	6.44309600
-2.76924200	6.16661600	0.50163700
7.48956100	2.16415900	6.44292100
3.94424400	5.48685300	3.94347700
0.83176000	2.88081000	3.00006300
2.84693000	0.68047900	3.94346500
1.87893400	7.58355500	3.00057900
7.55006300	2.13471100	3.94415300
-2.70874000	6.13716800	3.00040500
0.00026200	-0.00104800	5.40915800
-0.00026200	0.00104800	1.96664200
0.00156300	-0.00084200	6.38013400
-0.00156300	0.00084200	2.93761800
