4.77550900	2.75779300	0.02157600
-0.01159200	5.52305100	6.88381100
-0.01396900	5.51786700	3.46408600
4.77788900	2.76292200	3.44130100
8.37239800	2.08335100	1.73319400
-3.60860900	6.19812100	5.17394400
3.56512800	6.21323600	1.73124000
1.19844100	2.06804700	5.17591500
2.39210700	-0.01473300	1.73250100
2.37139900	8.29630000	5.17461900
1.61911000	3.31066600	1.74314500
3.14430000	4.96963300	5.18039400
1.09718100	8.03115400	1.74001400
3.66572700	0.24931000	5.18349600
-2.72975900	5.21928400	1.73835100
7.49306300	3.06153000	5.18517700
3.06724400	2.76304300	1.75392400
1.69580000	5.51645300	5.18511600
5.62771700	1.27840600	1.74474800
-0.86473600	7.00206900	5.19426200
5.63410700	4.23821800	1.74609200
-0.87024400	4.04181700	5.19292700
1.61216400	4.87288100	1.71287400
3.15214200	3.40730700	5.15204600
-0.25210500	7.24339300	1.71681200
5.01489700	1.03672500	5.14809800
-1.37299700	4.44490000	1.70390500
6.13648700	3.83656200	5.16103300
0.83402700	2.80329700	0.50245300
3.93385700	5.40906700	6.44197800
1.92447200	7.59628200	0.49843200
2.89492700	0.72226400	6.44540000
-2.77630100	6.16015400	0.50314500
7.47754500	2.15021000	6.44124400
3.93716400	5.47365700	3.94275400
0.82095700	2.87502900	3.00128800
2.82809800	0.67520100	3.94677500
1.87817900	7.56675200	2.99779200
7.53341300	2.13020300	3.94204200
-2.70929500	6.12048500	3.00199900
-0.01281800	0.00007100	5.41076900
-0.00410400	0.00008500	1.96828500
-0.01446600	0.00021300	6.38169900
-0.00572700	0.00023600	2.93921200
