4.76440000	2.75893200	0.02092300
-0.00749400	5.52190900	6.88408200
-0.00748200	5.52169400	3.46343900
4.76441100	2.75871700	3.44156500
8.34776100	2.08070100	1.73218300
-3.59084400	6.19992500	5.17470000
3.55807500	6.21038100	1.73192200
1.19884200	2.07024400	5.17443900
2.39025200	-0.01275700	1.73225300
2.36666500	8.29338200	5.17477000
1.61341700	3.30963300	1.74013900
3.14350000	4.97099200	5.18265500
1.09037500	8.03022500	1.74050500
3.66654300	0.25040100	5.18302200
-2.72604400	5.21913800	1.74054700
7.48296200	3.06148800	5.18306400
3.06062100	2.75967000	1.74810900
1.69629600	5.52095600	5.19062500
5.62218400	1.27776600	1.74849600
-0.86526700	7.00285900	5.19101200
5.61344800	4.23897900	1.74836100
-0.85653000	4.04164600	5.19087800
1.60792700	4.87178800	1.71056700
3.14899000	3.40883800	5.15308300
-0.25875300	7.24358600	1.71067100
5.01567100	1.03704000	5.15318800
-1.37076900	4.44321500	1.71068400
6.12768600	3.83741000	5.15320100
0.82509600	2.80441100	0.50097800
3.93691100	5.40729400	6.44262300
1.92203000	7.59934300	0.50130000
2.89235300	0.72023500	6.44316800
-2.77011900	6.15547900	0.50191100
7.46437300	2.15568100	6.44284100
3.93182100	5.47621400	3.94349500
0.82000600	2.87333100	3.00010600
2.83488700	0.68128300	3.94381600
1.86456400	7.56039000	3.00065100
7.52703600	2.12514700	3.94442800
-2.70745600	6.12494500	3.00032400
-0.00022000	-0.00094400	5.41210100
0.00022000	0.00094400	1.96958400
0.00104700	-0.00162700	6.38298700
-0.00104700	0.00162700	2.94047000
