4.7784350	2.7652240	0.0215650
0.0028140	5.5317130	6.8837960
-0.0023370	5.5341960	3.4640750
4.7836040	2.7628090	3.4412850
8.3768010	2.0875660	1.7314910
-3.5955080	6.2108590	5.1756510
3.5701530	6.2173740	1.7320500
1.2120580	2.0809980	5.1750840
2.3967990	-0.0109850	1.7334000
2.3848970	8.3085890	5.1737480
1.6236710	3.3154560	1.7413800
3.1574890	4.9830430	5.1821540
1.1017310	8.0353230	1.7377780
3.6790180	0.2621930	5.1857680
-2.7256890	5.2238030	1.7423730
7.5057920	3.0745560	5.1811640
3.0717190	2.7675990	1.7474540
1.7088660	5.5295140	5.1915860
5.6317140	1.2825250	1.7437570
-0.8522400	7.0148470	5.1953160
5.6379840	4.2430330	1.7536040
-0.8577290	4.0551690	5.1854510
1.6166310	4.8778230	1.7186600
3.1653390	3.4208960	5.1462090
-0.2472780	7.2473770	1.7059680
5.0285830	1.0492480	5.1588850
-1.3691670	4.4490280	1.7088650
6.1489890	3.8492180	5.1559960
0.8353640	2.8168310	0.4984560
3.9499920	5.4142570	6.4454300
1.9378150	7.6027270	0.5018190
2.8996900	0.7339930	6.4424290
-2.7751170	6.1598270	0.5038170
7.4934520	2.1685400	6.4408220
3.9470780	5.4959170	3.9467920
0.8285010	2.8715680	2.9978150
2.8502400	0.6904590	3.9434090
1.8739480	7.5695530	3.0008880
7.5433900	2.1382950	3.9414320
-2.7020050	6.1303270	3.0024350
0.0001590	0.0131410	5.4107290
0.0000170	0.0045020	1.9682470
0.0004450	0.0149530	6.3816600
0.0003190	0.0063300	2.9391760
